,date,tweet,past_tense,present_tense,future_tense,replies_count,retweets_count,likes_count,pos_score,neg_score,neutral_score,sentiment,Sentiment_Score,user
258,2019-03-05 12:49:00,What usually happens after Apple $AAPL breaks out?  ,0,1,0,0,0,1,0.02286356,0.2938744,0.683262,Neu,-0.27101085,breakoutstocks
260,2019-02-20 12:55:05,What usually happens after Apple $AAPL breaks out?  ,0,1,0,0,0,0,0.02286356,0.2938744,0.683262,Neu,-0.27101085,breakoutstocks
264,2019-02-06 05:25:05,What usually happens after Apple $AAPL breaks out?  ,0,1,0,0,0,0,0.02286356,0.2938744,0.683262,Neu,-0.27101085,breakoutstocks
265,2019-02-02 01:44:01,What usually happens after Facebook $FB breaks out?  ,0,1,0,0,0,1,0.025029182,0.23424469,0.7407261,Neu,-0.2092155,breakoutstocks
271,2019-01-16 01:44:03,What usually happens after Apple $AAPL breaks out?  ,0,1,0,0,0,0,0.02286356,0.2938744,0.683262,Neu,-0.27101085,breakoutstocks
277,2018-12-21 13:40:00,"$CHK, $T, $FB, $ESRX, $TWTR, $VZ breaking down to new lows  ",0,1,0,0,0,0,0.042789504,0.8996105,0.05759995,Neg,-0.856821,breakoutstocks
281,2018-12-11 21:50:03,What usually happens after Apple $AAPL breaks out?  ,0,1,0,0,0,0,0.02286356,0.2938744,0.683262,Neu,-0.27101085,breakoutstocks
282,2018-12-07 21:51:03,What usually happens after Apple $AAPL breaks out?  ,0,1,0,0,0,0,0.02286356,0.2938744,0.683262,Neu,-0.27101085,breakoutstocks
283,2018-12-04 05:10:05,What usually happens after Apple $AAPL breaks out?  ,0,1,0,0,0,0,0.02286356,0.2938744,0.683262,Neu,-0.27101085,breakoutstocks
284,2018-11-29 06:57:01,What usually happens after Apple $AAPL breaks out?  ,0,1,0,0,1,0,0.02286356,0.2938744,0.683262,Neu,-0.27101085,breakoutstocks
287,2018-11-16 03:24:05,What usually happens after Facebook $FB breaks out?  ,0,1,0,0,0,0,0.025029182,0.23424469,0.7407261,Neu,-0.2092155,breakoutstocks
288,2018-11-13 21:51:03,What usually happens after Apple $AAPL breaks out?  ,0,1,0,0,0,0,0.02286356,0.2938744,0.683262,Neu,-0.27101085,breakoutstocks
290,2018-11-10 02:53:04,What usually happens after Apple $AAPL breaks out?  ,0,1,0,0,0,0,0.02286356,0.2938744,0.683262,Neu,-0.27101085,breakoutstocks
293,2018-10-12 12:00:04,"$PFE, $T, $AAPL, $MSFT breaking down to new lows  ",0,1,0,0,0,0,0.039648462,0.87432855,0.08602294,Neg,-0.8346801,breakoutstocks
294,2018-10-12 01:36:03,What usually happens after Apple $AAPL breaks out?  ,0,1,0,0,0,0,0.02286356,0.2938744,0.683262,Neu,-0.27101085,breakoutstocks
298,2018-09-28 07:15:02,What usually happens after Apple $AAPL breaks out?  ,0,1,0,0,0,0,0.02286356,0.2938744,0.683262,Neu,-0.27101085,breakoutstocks
307,2018-08-16 06:24:02,What usually happens after Facebook $FB breaks out?  ,0,1,0,0,0,0,0.025029182,0.23424469,0.7407261,Neu,-0.2092155,breakoutstocks
310,2018-08-10 07:49:02,What usually happens after Apple $AAPL breaks out?  ,0,1,0,0,0,0,0.02286356,0.2938744,0.683262,Neu,-0.27101085,breakoutstocks
312,2018-08-02 07:09:04,What usually happens after Apple $AAPL breaks out?  ,0,1,0,0,0,0,0.02286356,0.2938744,0.683262,Neu,-0.27101085,breakoutstocks
313,2018-07-31 07:24:03,What usually happens after Apple $AAPL breaks out?  ,0,1,0,0,0,0,0.02286356,0.2938744,0.683262,Neu,-0.27101085,breakoutstocks
314,2018-07-26 21:52:04,"$FB, $NOK breaking down to new lows  ",0,1,0,0,0,0,0.047054537,0.9084257,0.04451976,Neg,-0.86137116,breakoutstocks
319,2018-07-07 07:16:01,What usually happens after Apple $AAPL breaks out?  ,0,1,0,0,0,0,0.02286356,0.2938744,0.683262,Neu,-0.27101085,breakoutstocks
322,2018-06-26 12:44:01,"$QQQ, $AMD, $SPY, $XLF, $INTC breaking down to new lows  ",0,1,0,0,0,0,0.029574448,0.92072624,0.049699232,Neg,-0.8911518,breakoutstocks
325,2018-06-19 05:04:00,"$KO, $MSFT, $INTC, $CZR, $BTE breaking down to new lows  ",0,1,0,0,0,0,0.03125497,0.91170096,0.057043973,Neg,-0.880446,breakoutstocks
331,2018-05-25 22:54:01,What usually happens after Facebook $FB breaks out?  ,0,1,0,0,0,1,0.025029182,0.23424469,0.7407261,Neu,-0.2092155,breakoutstocks
335,2018-05-10 07:16:03,What usually happens after Apple $AAPL breaks out?  ,0,1,0,0,0,0,0.02286356,0.2938744,0.683262,Neu,-0.27101085,breakoutstocks
341,2018-04-24 05:28:03,"$SPY, $EEM, $AAPL, $PRTA breaking down to new lows  ",0,1,0,0,0,0,0.046096962,0.87476647,0.07913658,Neg,-0.8286695,breakoutstocks
344,2018-04-12 21:52:04,What usually happens after Apple $AAPL breaks out?  ,0,1,0,0,0,0,0.02286356,0.2938744,0.683262,Neu,-0.27101085,breakoutstocks
349,2018-04-06 07:49:03,What usually happens after Apple $AAPL breaks out?  ,0,1,0,0,0,1,0.02286356,0.2938744,0.683262,Neu,-0.27101085,breakoutstocks
